ID,Point Code,Stem,Species Code,Schumaker,Schumaker (A)
3407,LOYOLA 12,8,LITU,3,0
3408,LOYOLA 12,9,LITU,3,0
3409,LOYOLA 12,10,LITU,3,0
3410,LOYOLA 12,11,LITU,3,0
3411,LOYOLA 12,12,LITU,3,0
3412,LOYOLA 12,13,LITU,3,0
3413,LOYOLA 12,14,LITU,2,0
3414,LOYOLA 12,15,LITU,2,0
3415,LOYOLA 12,16,LITU,0,0
3416,LOYOLA 12,17,LITU,2,0
3417,LOYOLA 12,18,Dead,5,0
3418,LOYOLA 14,1,PRSE2,0,0
3419,LOYOLA 14,2,PRSE2,3,0
3420,LOYOLA 14,3,QURU,0,0
3421,LOYOLA 14,4,QURU,0,0
3422,LOYOLA 14,5,FAGR,0,0
3423,LOYOLA 14,6,FAGR,0,0
3424,LOYOLA 14,7,FAGR,4,0
3425,LOYOLA 14,8,LITU,0,0
3426,LOYOLA 14,9,LITU,0,0
3427,LOYOLA 14,10,LITU,0,0
3428,LOYOLA 14,11,ROPS,3,0
3429,LOYOLA 14,12,ROPS,3,0
3430,LOYOLA 16,1,LITU,0,0
3431,LOYOLA 16,2,LITU,0,0
3432,LOYOLA 16,3,LITU,0,0
3433,LOYOLA 16,4,LITU,2,0
3434,LOYOLA 16,5,LITU,2,0
3435,LOYOLA 16,6,FRPE,0,0
3436,LOYOLA 16,7,FAGR,0,0
3437,LOYOLA 16,8,FAGR,0,0
3438,LOYOLA 16,9,FAGR,0,0
3439,LOYOLA 16,10,FAGR,3,0
3440,LOYOLA 16,11,AESCU,0,0
3441,LOYOLA 16,12,QURU,0,0
3442,LOYOLA 16,13,PRSE2,0,0
3443,LOYOLA 16,14,Dead,0,0
3444,LOYOLA 18,1,LITU,0,0
3445,LOYOLA 18,2,LITU,0,0
3446,LOYOLA 18,3,LITU,0,0
3447,LOYOLA 18,4,LITU,0,0
3448,LOYOLA 18,5,LITU,2,0
3449,LOYOLA 18,6,LITU,3,0
3450,LOYOLA 18,7,LITU,3,0
3451,LOYOLA 18,8,LITU,4,0
3452,LOYOLA 18,9,ACNE2,0,0
3453,LOYOLA 18,10,ACNE2,3,0
3454,LOYOLA 2,1,ACNE2,3,0
3455,LOYOLA 2,2,ACNE2,3,0
3456,LOYOLA 2,3,ROPS,2,0
3457,LOYOLA 2,4,ROPS,2,0
3458,LOYOLA 2,5,ROPS,2,0
3459,LOYOLA 2,6,ROPS,3,0
3460,LOYOLA 2,7,ROPS,3,0
3461,LOYOLA 2,8,FRAXI,3,0
3462,LOYOLA 2,9,FRAXI,3,0
3463,LOYOLA 2,10,FRAXI,3,0
3464,LOYOLA 2,11,FRAXI,3,0
3465,LOYOLA 2,12,FRAXI,4,0
3466,LOYOLA 2,13,FRAXI,4,0
3467,LOYOLA 2,14,FRAXI,4,0
3468,LOYOLA 2,15,ACSA2,3,0
3469,LOYOLA 2,16,AESCU,2,0
3470,LOYOLA 2,17,LITU,2,0
3471,LOYOLA 20,1,QURU,2,0
3472,LOYOLA 20,2,QURU,2,0
3473,LOYOLA 20,3,LITU,0,0
3474,LOYOLA 20,4,LITU,2,0
3475,LOYOLA 20,5,LITU,2,0
3476,LOYOLA 20,6,LITU,3,0
3477,LOYOLA 20,7,LITU,3,0
3478,LOYOLA 20,8,LITU,3,0
3479,LOYOLA 20,9,LITU,3,0
3480,LOYOLA 20,10,LITU,4,0
3481,LOYOLA 20,11,FAGR,3,0
3482,LOYOLA 20,12,AESCU,3,0
3483,LOYOLA 22,1,QURU,0,0
3484,LOYOLA 22,2,QURU,2,0
3485,LOYOLA 22,3,QURU,3,0
3486,LOYOLA 22,4,LITU,0,0
3487,LOYOLA 22,5,LITU,0,0
3488,LOYOLA 22,6,LITU,0,0
3489,LOYOLA 22,7,LITU,0,0
3490,LOYOLA 22,8,LITU,0,0
3491,LOYOLA 22,9,LITU,0,0
3492,LOYOLA 22,10,LITU,0,0
3493,LOYOLA 22,11,LITU,0,0
3494,LOYOLA 22,12,LITU,0,0
3495,LOYOLA 22,13,LITU,3,0
3496,LOYOLA 22,14,ACRU,0,0
3497,LOYOLA 22,15,Dead,0,0
3498,LOYOLA 22,16,Dead,0,0
3499,LOYOLA 22,17,AESCU,0,0
3500,LOYOLA 22,18,FAGR,0,0
3501,LOYOLA 24,1,FRPE,0,0
3502,LOYOLA 24,2,FRPE,0,0
3503,LOYOLA 24,3,FAGR,0,0
3504,LOYOLA 24,4,FAGR,0,0
3505,LOYOLA 24,5,LITU,0,0
3506,LOYOLA 24,6,LITU,0,0
3507,LOYOLA 24,7,LITU,0,0
3508,LOYOLA 24,8,LITU,0,0
3509,LOYOLA 24,9,LITU,0,0
3510,LOYOLA 24,10,LITU,0,0
3511,LOYOLA 24,11,LITU,0,0
3512,LOYOLA 24,12,ROPS,0,0
3513,LOYOLA 24,13,ACRU,0,0
3514,LOYOLA 24,14,ACRU,0,0
3515,LOYOLA 24,15,QURU,0,0
3516,LOYOLA 24,16,QURU,0,0
3517,LOYOLA 24,17,QURU,0,0
3518,LOYOLA 24,18,ACPL,0,0
3519,LOYOLA 26,1,PODE3,2,0
3520,LOYOLA 26,2,PODE3,3,0
3521,LOYOLA 26,3,LITU,0,0
3522,LOYOLA 26,4,QURU,0,0
3523,LOYOLA 26,5,ACPL,0,0
3524,LOYOLA 26,6,ACPL,5,0
3525,LOYOLA 30,1,FRPE,3,0
3526,LOYOLA 30,2,FRPE,4,0
3527,LOYOLA 30,3,FRPE,5,0
3528,LOYOLA 30,4,FRPE,5,0
3529,LOYOLA 30,5,QURU,3,0
3530,LOYOLA 30,6,QURU,4,0
3531,LOYOLA 30,7,LITU,3,0
3532,LOYOLA 30,8,ULRU,4,0
3533,LOYOLA 30,9,PATO2,3,0
3534,LOYOLA 30,10,PATO2,3,0
3535,LOYOLA 30,11,PODE3,3,0
3536,LOYOLA 30,12,ACSA2,0,0
3537,LOYOLA 34,1,AIAL,3,0
3538,LOYOLA 34,2,FRPE,5,0
3539,LOYOLA 34,3,FRPE,5,0
3540,LOYOLA 34,4,FRPE,5,0
3541,LOYOLA 34,5,ULRU,2,0
3542,LOYOLA 34,6,ULRU,5,0
3543,LOYOLA 34,7,ROPS,0,0
3544,LOYOLA 34,8,PODE3,4,0
3545,LOYOLA 36,1,FRAXI,3,0
3546,LOYOLA 36,2,FRAXI,5,0
3547,LOYOLA 36,3,ROPS,2,0
3548,LOYOLA 36,4,ACNE2,0,0
3549,LOYOLA 36,5,LITU,4,0
3550,LOYOLA 36,6,ULMUS,5,0
3551,LOYOLA 36,7,PRSE2,5,0
3552,LOYOLA 4,1,ULRU,0,0
3553,LOYOLA 4,2,ULRU,3,0
3554,LOYOLA 4,3,LITU,1,0
3555,LOYOLA 4,4,LITU,2,0
3556,LOYOLA 4,5,LITU,3,0
3557,LOYOLA 4,6,LITU,3,0
3558,LOYOLA 4,7,ACNE2,0,0
3559,LOYOLA 4,8,FRPE,3,0
3560,LOYOLA 4,9,ACSA2,3,0
3561,LOYOLA 4,10,ACPL,0,0
3562,LOYOLA 40,1,PODE3,3,0
3563,LOYOLA 40,2,PODE3,3,0
3564,LOYOLA 40,3,PODE3,3,0
3565,LOYOLA 40,4,ROPS,3,0
3566,LOYOLA 40,5,ROPS,5,0
3567,LOYOLA 40,6,ROPS,5,0
3568,LOYOLA 40,7,ACSA2,4,0
3569,LOYOLA 40,8,ACSA2,4,0
3570,LOYOLA 42,1,MOAL,5,0
3571,LOYOLA 42,2,AIAL,5,0
3572,LOYOLA 42,3,GLTR,4,0
3573,LOYOLA 42,4,PATO2,4,0
3574,LOYOLA 52,1,AIAL,0,0
3575,LOYOLA 52,2,ACNE2,0,0
3576,LOYOLA 52,3,ACNE2,0,0
3577,LOYOLA 52,4,LITU,0,0
3578,LOYOLA 52,5,LITU,0,0
3579,LOYOLA 52,6,LITU,0,0
3580,LOYOLA 52,7,LITU,0,0
3581,LOYOLA 52,8,LITU,0,0
3582,LOYOLA 52,9,LITU,0,0
3583,LOYOLA 52,10,LITU,0,0
3584,LOYOLA 52,11,LITU,2,0
3585,LOYOLA 52,12,LITU,3,0
3586,LOYOLA 52,13,LITU,3,0
3587,LOYOLA 52,14,PODE3,3,0
3588,LOYOLA 52,15,FAGR,0,0
3589,LOYOLA 52,16,PLATA,0,0
3590,LOYOLA 52,17,PLATA,0,0
3591,LOYOLA 52,18,ULRU,0,0
3592,LOYOLA 54,1,ACNE2,5,0
3593,LOYOLA 54,2,ACNE2,5,0
3594,LOYOLA 54,3,ACNE2,5,0
3595,LOYOLA 54,4,ACNE2,5,0
3596,LOYOLA 54,5,Dead,5,0
3597,LOYOLA 54,6,PODE3,1,0
3598,LOYOLA 54,7,PODE3,3,0
3599,LOYOLA 54,8,PODE3,3,0
3600,LOYOLA 54,9,AIAL,2,0
3601,LOYOLA 54,10,AIAL,5,0
3602,LOYOLA 56,1,ROPS,0,0
3603,LOYOLA 56,2,ROPS,2,0
3604,LOYOLA 56,3,ROPS,2,0
3605,LOYOLA 56,4,ROPS,3,0
3606,LOYOLA 56,5,ROPS,3,0
3607,LOYOLA 56,6,ROPS,3,0
3608,LOYOLA 56,7,ROPS,4,0
3609,LOYOLA 56,8,ROPS,4,0
3610,LOYOLA 58,1,CAGL8,0,0
3611,LOYOLA 58,2,CAGL8,0,0
3612,LOYOLA 58,3,CAGL8,2,0
3613,LOYOLA 58,4,ULRU,1,0
3614,LOYOLA 58,5,ULRU,3,0
3615,LOYOLA 58,6,ULRU,4,0
3616,LOYOLA 58,7,ROPS,0,0
3617,LOYOLA 58,8,ROPS,0,0
3618,LOYOLA 58,9,ROPS,0,0
3619,LOYOLA 58,10,ROPS,3,0
3620,LOYOLA 58,11,ROPS,4,0
3621,LOYOLA 58,12,PRSE2,0,0
3622,LOYOLA 58,13,QUVE,3,0
3623,LOYOLA 58,14,QURU,3,0
3624,LOYOLA 58,15,PODE3,0,0
3625,LOYOLA 58,16,PODE3,1,0
3626,LOYOLA 6,1,ROPS,3,0
3627,LOYOLA 6,2,ROPS,4,0
3628,LOYOLA 6,3,ROPS,4,0
3629,LOYOLA 6,4,ROPS,4,0
3630,LOYOLA 6,5,ROPS,4,0
3631,LOYOLA 6,6,ROPS,4,0
3632,LOYOLA 6,7,ROPS,5,0
3633,LOYOLA 6,8,ROPS,5,0
3634,LOYOLA 6,9,ROPS,5,0
3635,LOYOLA 6,10,ROPS,5,0
3636,LOYOLA 6,11,ULRU,5,0
3637,LOYOLA 60,1,PODE3,0,0
3638,LOYOLA 60,2,PODE3,3,0
3639,LOYOLA 60,3,PODE3,3,0
3640,LOYOLA 60,4,LITU,2,0
3641,LOYOLA 60,5,MOAL,3,0
3642,LOYOLA 60,6,CELTI,4,0
3643,LOYOLA 62,1,ACNE2,2,0
3644,LOYOLA 62,2,ACNE2,5,0
3645,LOYOLA 62,3,ACNE2,5,0
3646,LOYOLA 62,4,JUNI,5,0
3647,LOYOLA 64,1,PLATA,0,0
3648,LOYOLA 64,2,ACNE2,5,0
3649,LOYOLA 64,3,PODE3,4,0
3650,LOYOLA 8,1,ACNE2,2,0
3651,LOYOLA 8,2,ACNE2,5,0
3652,LOYOLA 8,3,LITU,0,0
3653,LOYOLA 8,4,LITU,0,0
3654,LOYOLA 8,5,LITU,0,0
3655,LOYOLA 8,6,LITU,0,0
3656,LOYOLA 8,7,LITU,2,0
3657,LOYOLA 8,8,ROPS,2,0
3658,LOYOLA 8,9,ACSA2,4,0
4041,MDSB 10,1,LIST2,0,0
4042,MDSB 10,2,LIST2,0,0
4043,MDSB 10,3,LIST2,2,0
4044,MDSB 10,4,LIST2,2,0
4045,MDSB 10,5,LIST2,2,0
4046,MDSB 10,6,LIST2,2,0
4047,MDSB 10,7,LIST2,3,0
4048,MDSB 10,8,LIST2,3,0
4049,MDSB 10,9,LIST2,3,0
4050,MDSB 10,10,LIST2,3,0
4051,MDSB 10,11,LIST2,3,0
4052,MDSB 10,12,ACRU,3,0
4053,MDSB 10,13,PLOC,0,0
4054,MDSB 10,14,LITU,3,0
4055,MDSB 11,1,LIST2,0,0
4056,MDSB 11,2,LIST2,0,0
4057,MDSB 11,3,LIST2,0,0
4058,MDSB 11,4,LIST2,0,0
4059,MDSB 11,5,LIST2,0,0
4060,MDSB 11,6,LIST2,0,0
4061,MDSB 11,7,LIST2,0,0
4062,MDSB 11,8,LIST2,2,0
4063,MDSB 11,9,LIST2,2,0
4064,MDSB 11,10,NYSY,0,0
4065,MDSB 11,11,NYSY,0,0
4066,MDSB 11,12,LITU,0,0
4067,MDSB 11,13,LITU,1,0
4068,MDSB 11,14,LITU,2,0
4069,MDSB 12,1,LIST2,0,0
4070,MDSB 12,2,LIST2,1,0
4071,MDSB 12,3,LIST2,2,0
4072,MDSB 12,4,QUMO4,2,0
4073,MDSB 12,5,LITU,0,0
4074,MDSB 12,6,NYSY,0,0
4075,MDSB 12,7,NYSY,0,0
4076,MDSB 13,1,QUFA,0,0
4077,MDSB 13,2,QUFA,0,0
4078,MDSB 13,3,FAGR,0,0
4079,MDSB 13,4,FAGR,0,0
4080,MDSB 13,5,LIST2,0,0
4081,MDSB 13,6,LIST2,0,0
4082,MDSB 13,7,LIST2,0,0
4083,MDSB 13,8,LIST2,0,0
4084,MDSB 13,9,LIST2,0,0
4085,MDSB 13,10,LIST2,0,0
4086,MDSB 13,11,LIST2,0,0
4087,MDSB 13,12,LITU,0,0
4088,MDSB 13,13,LITU,0,0
4089,MDSB 13,14,LITU,0,0
4090,MDSB 13,15,LITU,0,0
4091,MDSB 13,16,LITU,0,0
4092,MDSB 13,17,NYSY,0,0
4093,MDSB 14,1,FAGR,0,0
4094,MDSB 14,2,LITU,0,0
4095,MDSB 14,3,LITU,0,0
4096,MDSB 14,4,LITU,0,0
4097,MDSB 14,5,LITU,0,0
4098,MDSB 14,6,LITU,0,0
4099,MDSB 14,7,LIST2,0,0
4100,MDSB 14,8,LIST2,0,0
4101,MDSB 14,9,LIST2,0,0
4102,MDSB 14,10,NYSY,0,0
4103,MDSB 14,11,NYSY,0,0
4104,MDSB 15,1,LITU,0,0
4105,MDSB 15,2,NYSY,0,0
4106,MDSB 15,3,NYSY,0,0
4107,MDSB 15,4,NYSY,0,0
4108,MDSB 15,5,NYSY,2,0
4109,MDSB 16,1,NYSY,0,0
4110,MDSB 16,2,NYSY,3,0
4111,MDSB 16,3,NYSY,4,0
4112,MDSB 16,4,NYSY,4,0
4113,MDSB 16,5,NYSY,5,0
4114,MDSB 16,6,LIST2,0,0
4115,MDSB 16,7,LITU,0,0
4116,MDSB 17,1,PRSE2,0,0
4117,MDSB 17,2,PRSE2,3,0
4118,MDSB 17,3,LIST2,0,0
4119,MDSB 17,4,LIST2,0,0
4120,MDSB 17,5,LIST2,0,0
4121,MDSB 17,6,LIST2,0,0
4122,MDSB 17,7,LIST2,0,0
4123,MDSB 17,8,LITU,0,0
4124,MDSB 17,9,LITU,0,0
4125,MDSB 17,10,QUFA,0,0
4126,MDSB 18,1,LIST2,2,0
4127,MDSB 18,2,LITU,2,0
4128,MDSB 18,3,LITU,2,0
4129,MDSB 19,1,LIST2,0,0
4130,MDSB 19,2,LIST2,1,0
4131,MDSB 19,3,LIST2,1,0
4132,MDSB 19,4,LIST2,2,0
4133,MDSB 19,5,LIST2,2,0
4134,MDSB 19,6,Dead,0,0
4135,MDSB 19,7,Dead,0,0
4136,MDSB 19,8,Dead,2,0
4137,MDSB 19,9,ACRU,0,0
4138,MDSB 19,10,ACRU,1,0
4139,MDSB 19,11,ACRU,2,0
4140,MDSB 19,12,QURU,0,0
4141,MDSB 19,13,LITU,2,0
4142,MDSB 2,1,CAGL8,0,0
4143,MDSB 2,2,ACRU,0,0
4144,MDSB 2,3,ACRU,2,0
4145,MDSB 2,4,LITU,0,0
4146,MDSB 2,5,LITU,0,0
4147,MDSB 2,6,LITU,2,0
4148,MDSB 2,7,LITU,3,0
4149,MDSB 2,8,LITU,5,0
4150,MDSB 2,9,QUFA,2,0
4151,MDSB 2,10,QUFA,2,0
4152,MDSB 2,11,NYSY,0,0
4153,MDSB 2,12,NYSY,1,0
4154,MDSB 20,1,NYSY,0,0
4155,MDSB 20,2,NYSY,0,0
4156,MDSB 20,3,NYSY,3,0
4157,MDSB 20,4,ACRU,0,0
4158,MDSB 20,5,ACRU,3,0
4159,MDSB 20,6,ACRU,4,0
4160,MDSB 20,7,LITU,0,0
4161,MDSB 20,8,LITU,0,0
4162,MDSB 20,9,LITU,3,0
4163,MDSB 20,10,LIST2,3,0
4164,MDSB 20,11,LIST2,3,0
4165,MDSB 20,12,LIST2,3,0
4166,MDSB 21,1,ACRU,0,0
4167,MDSB 21,2,ACRU,0,0
4168,MDSB 21,3,ACRU,0,0
4169,MDSB 21,4,ACRU,0,0
4170,MDSB 21,5,ACRU,0,0
4171,MDSB 21,6,ACRU,0,0
4172,MDSB 21,7,ACRU,0,0
4173,MDSB 21,8,ACRU,0,0
4174,MDSB 21,9,QUPH,0,0
4175,MDSB 21,10,QUPH,0,0
4176,MDSB 21,11,QUPH,0,0
4177,MDSB 21,12,LITU,0,0
4178,MDSB 21,13,LITU,0,0
4179,MDSB 21,14,QUAL,1,0
4180,MDSB 21,15,LIST2,0,0
4181,MDSB 21,16,LIST2,0,0
4182,MDSB 21,17,LIST2,0,0
4183,MDSB 21,18,LIST2,0,0
4184,MDSB 22,,LIST2,0,0
4185,MDSB 22,1,LIST2,1,0
4186,MDSB 22,2,LIST2,2,0
4187,MDSB 22,3,LIST2,3,0
4188,MDSB 22,4,ACRU,0,0
4189,MDSB 22,5,ACRU,0,0
4190,MDSB 22,6,ACRU,0,0
4191,MDSB 22,7,ACRU,2,0
4192,MDSB 22,8,ACRU,2,0
4193,MDSB 22,9,MOAL,1,0
4194,MDSB 22,10,QUPH,0,0
4195,MDSB 22,11,QUAL,0,0
4196,MDSB 23,1,LITU,0,0
4197,MDSB 23,2,LITU,0,0
4198,MDSB 23,3,LITU,0,0
4199,MDSB 23,4,ACRU,0,0
4200,MDSB 23,5,ACRU,0,0
4201,MDSB 23,6,ACRU,0,0
4202,MDSB 23,7,ACRU,0,0
4203,MDSB 23,8,ACRU,0,0
4204,MDSB 23,9,ACRU,2,0
4205,MDSB 23,10,NYSY,0,0
4206,MDSB 23,11,LIST2,0,0
4207,MDSB 24,,ACRU,3,0
4208,MDSB 24,1,ACRU,3,0
4209,MDSB 24,2,LIST2,1,0
4210,MDSB 24,3,LITU,2,0
4211,MDSB 24,4,LITU,2,0
4212,MDSB 24,5,LITU,2,0
4213,MDSB 24,6,LITU,2,0
4214,MDSB 24,7,LITU,3,0
4215,MDSB 24,8,Dead,3,0
4216,MDSB 24,9,JUNI,2,0
4217,MDSB 24,10,PLOC,2,0
4218,MDSB 25,1,LIST2,0,0
4219,MDSB 25,2,LIST2,0,0
4220,MDSB 25,3,LIST2,0,0
4221,MDSB 25,4,LIST2,0,0
4222,MDSB 25,5,LIST2,1,0
4223,MDSB 25,6,LIST2,2,0
4224,MDSB 25,7,LITU,0,0
4225,MDSB 25,8,LITU,0,0
4226,MDSB 25,9,LITU,0,0
4227,MDSB 25,10,LITU,0,0
4228,MDSB 25,11,ULRU,0,0
4229,MDSB 25,12,PRSE2,3,0
4230,MDSB 25,13,Dead,0,0
4231,MDSB 25,14,Dead,0,0
4232,MDSB 25,15,ACRU,0,0
4233,MDSB 25,16,QUAL,0,0
4234,MDSB 26,1,LIST2,0,0
4235,MDSB 26,2,LIST2,0,0
4236,MDSB 26,3,LIST2,0,0
4237,MDSB 26,4,LITU,0,0
4238,MDSB 26,5,LITU,0,0
4239,MDSB 26,6,QUFA,0,0
4240,MDSB 26,7,QUFA,0,0
4241,MDSB 26,8,QUFA,0,0
4242,MDSB 26,9,QUFA,0,0
4243,MDSB 26,10,QUFA,0,0
4244,MDSB 26,11,QUFA,0,0
4245,MDSB 26,12,QUVE,0,0
4246,MDSB 26,13,QUAL,0,0
4247,MDSB 26,14,QUAL,0,0
4248,MDSB 26,15,QUAL,0,0
4249,MDSB 26,16,QUAL,0,0
4250,MDSB 26,17,QUAL,0,0
4251,MDSB 27,1,CAGL8,2,0
4252,MDSB 27,2,QURU,0,0
4253,MDSB 27,3,QURU,0,0
4254,MDSB 27,4,LIST2,1,0
4255,MDSB 27,5,LIST2,2,0
4256,MDSB 27,6,LIST2,2,0
4257,MDSB 27,7,LITU,0,0
4258,MDSB 27,8,LITU,2,0
4259,MDSB 27,9,LITU,2,0
4260,MDSB 27,10,PLOC,0,0
4261,MDSB 27,11,PRSE2,0,0
4262,MDSB 27,12,ACRU,0,0
4263,MDSB 27,13,NYSY,0,0
4264,MDSB 27,14,QUAL,0,0
4265,MDSB 27,15,QUST,0,0
4266,MDSB 28,1,NYSY,0,0
4267,MDSB 28,2,NYSY,0,0
4268,MDSB 28,3,NYSY,0,0
4269,MDSB 28,4,ACRU,0,0
4270,MDSB 28,5,ACRU,1,0
4271,MDSB 28,6,QUFA,0,0
4272,MDSB 28,7,LIST2,0,0
4273,MDSB 28,8,LIST2,0,0
4274,MDSB 28,9,LIST2,0,0
4275,MDSB 28,10,LITU,0,0
4276,MDSB 29,1,LITU,0,0
4277,MDSB 29,2,LITU,0,0
4278,MDSB 29,3,LITU,0,0
4279,MDSB 29,4,LIST2,0,0
4280,MDSB 29,5,LIST2,0,0
4281,MDSB 29,6,LIST2,0,0
4282,MDSB 29,7,LIST2,0,0
4283,MDSB 29,8,ACRU,0,0
4284,MDSB 29,9,ACRU,0,0
4285,MDSB 29,10,ACRU,0,0
4286,MDSB 29,11,ACRU,1,0
4287,MDSB 29,12,QUPH,0,0
4288,MDSB 29,13,QUPA2,0,0
4289,MDSB 29,14,QUAL,0,0
4290,MDSB 29,15,QUAL,0,0
4291,MDSB 3,1,LITU,0,0
4292,MDSB 3,2,LITU,0,0
4293,MDSB 3,3,LITU,0,0
4294,MDSB 3,4,LITU,0,0
4295,MDSB 3,5,LITU,0,0
4296,MDSB 3,6,LITU,0,0
4297,MDSB 3,7,LITU,0,0
4298,MDSB 3,8,LITU,0,0
4299,MDSB 3,9,LITU,0,0
4300,MDSB 3,10,LITU,1,0
4301,MDSB 3,11,LITU,1,0
4302,MDSB 3,12,LITU,2,0
4303,MDSB 3,13,LITU,2,0
4304,MDSB 3,14,LITU,2,0
4305,MDSB 3,15,LITU,2,0
4306,MDSB 3,16,FAGR,1,0
4307,MDSB 3,17,LIST2,3,0
4308,MDSB 30,1,QUMO4,0,0
4309,MDSB 30,2,QUMO4,0,0
4310,MDSB 30,3,LIST2,0,0
4311,MDSB 30,4,LIST2,0,0
4312,MDSB 30,5,CACA18,0,0
4313,MDSB 30,6,QUAL,0,0
4314,MDSB 30,7,QUAL,0,0
4315,MDSB 30,8,QUAL,0,0
4316,MDSB 30,9,ACRU,0,0
4317,MDSB 30,10,ACRU,0,0
4318,MDSB 30,11,QUPA2,0,0
4319,MDSB 30,12,LITU,0,0
4320,MDSB 31,1,ACRU,2,0
4321,MDSB 31,2,ACRU,3,0
4322,MDSB 31,3,ACRU,3,0
4323,MDSB 31,4,ACRU,3,0
4324,MDSB 31,5,ACRU,3,0
4325,MDSB 31,6,LIST2,0,0
4326,MDSB 31,7,LIST2,0,0
4327,MDSB 31,8,LIST2,0,0
4328,MDSB 31,9,LIST2,2,0
4329,MDSB 31,10,LIST2,2,0
4330,MDSB 31,11,Dead,2,0
4331,MDSB 31,12,FAGR,0,0
4332,MDSB 31,13,LITU,0,0
4333,MDSB 31,14,QUMO4,0,0
4334,MDSB 32,1,LITU,0,0
4335,MDSB 32,2,LITU,0,0
4336,MDSB 32,3,LITU,0,0
4337,MDSB 32,4,LITU,0,0
4338,MDSB 32,5,LITU,0,0
4339,MDSB 32,6,FAGR,0,0
4340,MDSB 32,7,FAGR,0,0
4341,MDSB 32,8,LIST2,2,0
4342,MDSB 32,9,QUAL,0,0
4343,MDSB 32,10,QUAL,2,0
4344,MDSB 32,11,QUAL,2,0
4345,MDSB 32,12,QUAL,3,0
4346,MDSB 33,1,ACRU,1,0
4347,MDSB 33,2,ACRU,1,0
4348,MDSB 33,3,ACRU,1,0
4349,MDSB 33,4,ACRU,1,0
4350,MDSB 33,5,ACRU,3,0
4351,MDSB 33,6,ACRU,3,0
4352,MDSB 33,7,FRPE,3,0
4353,MDSB 33,8,FRPE,3,0
4354,MDSB 33,9,QURU,3,0
4355,MDSB 33,10,QURU,3,0
4356,MDSB 33,11,QURU,4,0
4357,MDSB 33,12,QURU,5,0
4358,MDSB 33,13,QUPA2,2,0
4359,MDSB 34,1,QURU,0,0
4360,MDSB 34,2,QURU,2,0
4361,MDSB 34,3,QURU,2,0
4362,MDSB 34,4,QURU,2,0
4363,MDSB 34,5,QURU,3,0
4364,MDSB 34,6,FRPE,0,0
4365,MDSB 34,7,FRPE,2,0
4366,MDSB 34,8,FRPE,3,0
4367,MDSB 34,9,ACRU,0,0
4368,MDSB 34,10,ACRU,0,0
4369,MDSB 34,11,ACSA2,0,0
4370,MDSB 34,12,ACSA2,0,0
4371,MDSB 34,13,ACSA2,1,0
4372,MDSB 34,14,ACSA2,2,0
4373,MDSB 34,15,ACSA2,3,0
4374,MDSB 34,16,ACSA2,4,0
4375,MDSB 35,1,TIAM,4,0
4376,MDSB 35,2,PRSE2,3,0
4377,MDSB 35,3,PRSE2,4,0
4378,MDSB 35,4,PRSE2,5,0
4379,MDSB 35,5,ACRU,2,0
4380,MDSB 35,6,ACRU,2,0
4381,MDSB 35,7,ACRU,2,0
4382,MDSB 35,8,ACRU,2,0
4383,MDSB 35,9,ACRU,2,0
4384,MDSB 35,10,ACRU,3,0
4385,MDSB 35,11,LITU,0,0
4386,MDSB 35,12,LITU,2,0
4387,MDSB 35,13,LITU,2,0
4388,MDSB 35,14,LITU,2,0
4389,MDSB 35,15,FRPE,3,0
4390,MDSB 36,1,QUAL,0,0
4391,MDSB 36,2,QUAL,0,0
4392,MDSB 36,3,QUAL,2,0
4393,MDSB 36,4,NYSY,0,0
4394,MDSB 36,5,Dead,0,0
4395,MDSB 36,6,Dead,5,0
4396,MDSB 36,7,ACRU,0,0
4397,MDSB 36,8,LITU,0,0
4398,MDSB 36,9,ULRU,3,0
4399,MDSB 37,1,ACRU,2,0
4400,MDSB 37,2,ACRU,4,0
4401,MDSB 37,3,QUPA2,1,0
4402,MDSB 37,4,NYSY,3,0
4403,MDSB 37,5,Dead,3,0
4404,MDSB 37,6,FRPE,3,0
4405,MDSB 38,1,QUVE,0,0
4406,MDSB 38,2,Dead,0,0
4407,MDSB 38,3,NYSY,0,0
4408,MDSB 38,4,QUAL,0,0
4409,MDSB 38,5,QUAL,0,0
4410,MDSB 38,6,QUAL,2,0
4411,MDSB 38,7,QUAL,2,0
4412,MDSB 38,8,QUAL,2,0
4413,MDSB 38,9,QUFA,2,0
4414,MDSB 38,10,LITU,0,0
4415,MDSB 38,11,LITU,0,0
4416,MDSB 39,1,NYSY,3,0
4417,MDSB 39,2,QUPA2,1,0
4418,MDSB 39,3,MOAL,4,0
4419,MDSB 39,4,PRSE2,0,0
4420,MDSB 39,5,PRSE2,2,0
4421,MDSB 39,6,PRSE2,3,0
4422,MDSB 39,7,PRSE2,3,0
4423,MDSB 39,8,LITU,0,0
4424,MDSB 39,9,LITU,0,0
4425,MDSB 39,10,LITU,0,0
4426,MDSB 39,11,LITU,1,0
4427,MDSB 39,12,QUCO2,2,0
4428,MDSB 39,13,LIST2,0,0
4429,MDSB 39,14,QUAL,2,0
4430,MDSB 4,1,PRSE2,3,0
4431,MDSB 4,2,LITU,2,0
4432,MDSB 4,3,LITU,3,0
4433,MDSB 4,4,LITU,3,0
4434,MDSB 4,5,LITU,3,0
4435,MDSB 4,6,ACRU,3,0
